date,open,high,low,close,volume,dividend,split
2012-11-01,64.62,65.52,64.11,65.27,364500,0.0,1.0
2012-11-02,65.72,65.95,64.46,64.47,331000,0.0,1.0
2012-11-05,63.93,65.32,63.34,65.32,528800,0.0,1.0
2012-11-06,65.11,66.22,63.02,64.33,830600,0.0,1.0
2012-11-07,63.91,63.91,62.08,63.34,704600,0.0,1.0
2012-11-08,63.64,63.64,62.48,62.54,461300,0.0,1.0
2012-11-09,62.54,63.38,62.43,62.59,294600,0.0,1.0
2012-11-12,62.74,63.125,62.58,62.62,217300,0.0,1.0
2012-11-13,62.64,63.12,62.07,62.16,295200,0.0,1.0
2012-11-14,62.2,62.79,61.5,61.63,521300,0.0,1.0
2012-11-15,61.69,62.29,61.49,61.76,348300,0.0,1.0
2012-11-16,61.73,62.38,60.78,61.57,446100,0.0,1.0
2012-11-19,62.27,63.29,61.45,63.27,326900,0.0,1.0
2012-11-20,62.98,63.6,62.71,63.33,231700,0.0,1.0
2012-11-21,63.34,63.93,63.2672,63.71,235400,0.0,1.0
2012-11-23,64.03,64.4,63.4,64.33,119200,0.0,1.0
2012-11-26,63.76,64.74,63.63,64.2,312900,0.0,1.0
2012-11-27,64.21,64.68,63.78,64.17,273800,0.0,1.0
2012-11-28,63.9,64.62,63.29,64.57,348700,0.0,1.0
2012-11-29,64.9,65.09,64.34,64.95,353500,0.0,1.0
2012-11-30,64.78,65.11,64.56,65.03,490800,0.0,1.0
2012-12-03,65.55,65.71,64.3,64.52,298800,0.0,1.0
2012-12-04,64.48,64.89,64.26,64.63,265900,0.0,1.0
2012-12-05,64.59,64.84,64.035,64.43,238800,0.0,1.0
2012-12-06,64.45,64.71,64.19,64.69,162000,0.0,1.0
2012-12-07,65.0,65.0,64.41,64.74,222500,0.0,1.0
2012-12-10,64.62,65.6,64.52,65.38,462900,0.0,1.0
2012-12-11,65.66,65.86,65.02,65.17,416400,0.0,1.0
2012-12-12,65.72,66.21,65.24,65.46,564000,0.0,1.0
2012-12-13,65.38,65.62,65.22,65.43,323300,0.0,1.0
2012-12-14,65.48,65.91,65.42,65.69,297000,0.0,1.0
2012-12-17,65.79,66.4,65.66,66.38,251500,0.0,1.0
2012-12-18,66.36,67.19,66.09,67.06,369300,0.0,1.0
2012-12-19,66.86,67.25,66.8,66.83,382800,0.0,1.0
2012-12-20,66.83,67.42,66.47,67.41,328300,0.0,1.0
2012-12-21,67.0,67.36,66.76,66.95,1058400,0.0,1.0
2012-12-24,66.53,67.48,66.056,67.3,134200,0.0,1.0
2012-12-26,67.54,67.79,66.99,67.34,309400,0.0,1.0
2012-12-27,67.3,67.44,66.14,67.06,289700,0.0,1.0
2012-12-28,66.62,67.11,65.9113,65.96,325000,0.0,1.0
2012-12-31,65.91,66.61,65.74,66.54,475900,0.0,1.0
2013-01-02,67.57,68.57,67.5,68.35,310800,0.0,1.0
2013-01-03,68.49,68.76,67.84,68.1,270700,0.0,1.0
2013-01-04,68.2,68.46,67.98,68.23,358300,0.0,1.0
2013-01-07,67.88,68.27,67.82,68.14,304600,0.0,1.0
2013-01-08,67.97,68.21,67.7262,68.19,455700,0.0,1.0
2013-01-09,68.41,69.03,68.41,68.64,351800,0.0,1.0
2013-01-10,69.03,69.14,68.26,69.05,287800,0.0,1.0
2013-01-11,69.35,69.35,68.55,68.63,310900,0.0,1.0
2013-01-14,68.24,69.08,68.24,69.04,201500,0.0,1.0
2013-01-15,68.65,69.57,68.62,69.44,286800,0.0,1.0
2013-01-16,68.91,69.54,68.91,69.46,250100,0.0,1.0
2013-01-17,69.82,70.27,69.68,70.08,238300,0.0,1.0
2013-01-18,69.88,70.58,69.61,70.56,344200,0.0,1.0
2013-01-22,70.7,70.88,69.84,70.81,337400,0.0,1.0
2013-01-23,70.65,70.82,70.16,70.29,328300,0.0,1.0
2013-01-24,70.69,71.21,70.26,70.77,433700,0.0,1.0
2013-01-25,71.05,71.37,70.88,71.13,278200,0.0,1.0
2013-01-28,71.28,71.28,70.31,70.51,312200,0.0,1.0
2013-01-29,70.53,71.19,70.51,71.17,314100,0.0,1.0
2013-01-30,71.17,71.42,70.72,70.84,374700,0.0,1.0
2013-01-31,70.76,71.2,70.4,70.43,1022200,0.0,1.0
2013-02-01,70.76,71.39,70.32,71.32,398700,0.0,1.0
2013-02-04,71.02,71.22,70.54,70.73,317900,0.0,1.0
2013-02-05,71.41,71.96,70.66,71.17,496000,0.0,1.0
2013-02-06,70.79,71.44,70.79,71.19,411800,0.0,1.0
2013-02-07,69.73,72.87,69.25,72.66,937700,0.0,1.0
2013-02-08,73.2,73.9,72.43,73.6,623700,0.0,1.0
2013-02-11,73.65,74.04,72.84,73.33,289400,0.0,1.0
2013-02-12,73.51,73.785,73.2,73.44,240900,0.0,1.0
2013-02-13,73.9,74.44,73.58,74.17,292000,0.0,1.0
2013-02-14,73.86,73.9904,73.31,73.8,321100,0.0,1.0
2013-02-15,73.78,74.25,73.54,73.88,329300,0.0,1.0
2013-02-19,73.83,74.159,73.49,73.85,345400,0.0,1.0
2013-02-20,73.69,73.69,72.43,72.44,447200,0.0,1.0
2013-02-21,72.47,72.55,71.43,71.91,393600,0.0,1.0
2013-02-22,72.1,72.51,71.63,72.46,263400,0.0,1.0
2013-02-25,72.86,72.86,70.73,70.73,324300,0.0,1.0
2013-02-26,71.07,71.75,70.89,71.63,279600,0.0,1.0
2013-02-27,71.65,73.03,71.64,72.8,309200,0.0,1.0
2013-02-28,72.89,73.34,72.55,72.98,310400,0.0,1.0
2013-03-01,72.75,73.38,72.04,73.3,440900,0.0,1.0
2013-03-04,73.33,73.55,72.7001,73.34,331400,0.0,1.0
2013-03-05,73.63,73.97,73.19,73.42,357200,0.0,1.0
2013-03-06,73.59,73.9879,73.57,73.79,234200,0.0,1.0
2013-03-07,73.79,73.99,73.39,73.67,182800,0.0,1.0
