date,open,high,low,close,volume,dividend,split
2012-11-01,60.44,60.4715,59.5,59.73,1384500,0.0,1.0
2012-11-02,59.98,60.06,59.1,59.2,1045300,0.0,1.0
2012-11-05,59.1,59.17,57.77,58.0,3104300,0.0,1.0
2012-11-06,58.11,58.71,57.68,57.76,2114600,0.0,1.0
2012-11-07,57.48,57.54,55.8,56.26,3708600,0.0,1.0
2012-11-08,56.37,57.44,56.37,56.42,2164500,0.0,1.0
2012-11-09,55.91,56.1465,55.53,55.74,2030800,0.605,1.0
2012-11-12,55.52,55.75,54.87,55.12,1902400,0.0,1.0
2012-11-13,54.86,55.71,54.86,55.19,1690900,0.0,1.0
2012-11-14,55.28,55.4,54.86,55.23,1896400,0.0,1.0
2012-11-15,55.21,55.5,54.2,54.43,2821300,0.0,1.0
2012-11-16,54.36,54.995,54.36,54.98,2109700,0.0,1.0
2012-11-19,55.18,55.27,54.44,54.75,1479500,0.0,1.0
2012-11-20,54.8,54.8,54.17,54.43,1152100,0.0,1.0
2012-11-21,54.45,54.55,53.63,54.21,1640500,0.0,1.0
2012-11-23,54.27,54.28,53.68,54.1,764700,0.0,1.0
2012-11-26,54.0,55.22,53.98,54.88,2268600,0.0,1.0
2012-11-27,54.97,55.26,54.68,54.84,1482100,0.0,1.0
2012-11-28,54.8,55.44,54.496,55.37,1831800,0.0,1.0
2012-11-29,55.46,55.48,55.0,55.44,1087900,0.0,1.0
2012-11-30,55.45,55.79,55.205,55.79,2118500,0.0,1.0
2012-12-03,55.8,55.8,54.98,55.27,1398300,0.0,1.0
2012-12-04,55.28,55.5,55.2,55.36,1826100,0.0,1.0
2012-12-05,55.36,56.32,55.29,56.08,1703200,0.0,1.0
2012-12-06,56.07,56.35,55.82,56.11,1689100,0.0,1.0
2012-12-07,56.1,56.3,55.76,56.03,1581200,0.0,1.0
2012-12-10,56.01,56.23,55.89,56.07,1079900,0.0,1.0
2012-12-11,56.22,56.84,56.08,56.36,1802500,0.0,1.0
2012-12-12,56.41,56.81,56.26,56.34,2241300,0.0,1.0
2012-12-13,56.25,56.4,55.76,55.96,1205500,0.0,1.0
2012-12-14,55.78,56.14,55.6105,56.12,1761100,0.0,1.0
2012-12-17,56.42,57.01,56.25,56.98,2676700,0.0,1.0
2012-12-18,56.98,57.555,56.89,57.19,2088200,0.0,1.0
2012-12-19,57.14,57.18,56.32,56.4,1650800,0.0,1.0
2012-12-20,56.45,56.55,56.13,56.44,1434500,0.0,1.0
2012-12-21,56.18,56.409,55.68,56.05,4522400,0.0,1.0
2012-12-24,56.01,56.11,55.56,55.97,756000,0.0,1.0
2012-12-26,56.05,56.19,55.42,55.46,947300,0.0,1.0
2012-12-27,55.35,55.58,54.93,55.42,1355500,0.0,1.0
2012-12-28,55.2,55.55,54.91,54.93,1645100,0.0,1.0
2012-12-31,54.8,55.59,54.511,55.54,1942000,0.0,1.0
2013-01-02,56.2,56.64,56.15,56.59,1789700,0.0,1.0
2013-01-03,56.57,56.85,56.445,56.58,1358700,0.0,1.0
2013-01-04,56.69,56.94,56.58,56.9,1520700,0.0,1.0
2013-01-07,56.75,56.86,56.3,56.35,1310400,0.0,1.0
2013-01-08,56.23,56.38,55.82,56.03,2091300,0.0,1.0
2013-01-09,56.17,56.17,55.79,56.11,1756800,0.0,1.0
2013-01-10,56.32,56.41,55.87,56.09,1928500,0.0,1.0
2013-01-11,56.21,56.25,55.72,55.91,1531600,0.0,1.0
2013-01-14,56.0,56.058,55.71,55.74,1388800,0.0,1.0
2013-01-15,55.16,55.41,54.95,55.34,3054400,0.0,1.0
2013-01-16,55.46,55.76,55.1919,55.31,1802900,0.0,1.0
2013-01-17,55.54,55.57,55.24,55.28,1484800,0.0,1.0
2013-01-18,55.24,55.78,55.17,55.78,2388000,0.0,1.0
2013-01-22,55.74,56.09,55.6,56.03,1544200,0.0,1.0
2013-01-23,56.07,56.08,55.67,56.02,1656200,0.0,1.0
